"id1","Image","Title","Scheduled","Address.address_line_1","Address.address_line_2","Address.district_city","Address.state_province","Address.postal_Code","Address.country","Address.latitude","Address.longitude","longitude1","Modified_User","Added_Time","Modified_Time","Record_Status","latitude1","ID","Added_User"
"41250-161","<img src= \"https://photos.zillowstatic.com/fp/9a2b5dc0fdfd289905b791ad35813c0b-p_e.jpg\" border=\"0\"></img>","Pfannerstill, Torp and Ankunding","false","9535 N Main St","apt. RNNKJRGQP","Kansas City","MO","64155","United States","39.266085","-94.579173","-94.57917","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","39.26609","1581254000005241579","Z:i.vatsenko@gmail.com"
"52125-748","<img src= \"https://photos.zillowstatic.com/fp/bb4cce04eb5f63bbd6b0e1caf8dda7d4-p_e.jpg\" border=\"0\"></img>","Bednar-Greenholt","false","200 Adams Dr","apt. 1651887","Mc Kees Rocks","PA","15136","United States","40.465358","-80.098373","-80.09837","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","40.46536","1581254000005241583","Z:i.vatsenko@gmail.com"
"43857-0170","<img src= \"https://photos.zillowstatic.com/fp/880cf4ac54f615f3fb7fea3fd55a9481-p_e.jpg\" border=\"0\"></img>","Bernier, Heidenreich and Jerde","false","20202 Cresta Avenida ","Apt. 13208","San Antonio","TX","78256","United States","29.630662","-98.616669","-98.61667","Z:i.vatsenko@gmail.com","1608720408000","1612357464000","0","29.63066","1581254000005241587","Z:i.vatsenko@gmail.com"
"66993-051","<img src= \"https://photos.zillowstatic.com/fp/7b5bfb678d10657ca9653d2abfa65a0d-p_e.jpg\" border=\"0\"></img>","Olson Group","false","1100 Crystal Spring Ln","apt. 2003","Hermitage","TN","37076","United States","36.173141","-86.610356","-86.61036","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","36.17314","1581254000005241591","Z:i.vatsenko@gmail.com"
"36987-1324","<img src= \"https://photos.zillowstatic.com/fp/87e1abce9fd369377593a3e3374f1910-p_e.jpg\" border=\"0\"></img>","Smith LLC","false","3701 Danforth Dr","apt. 1105","Jacksonville","FL","32224","United States","30.278311","-81.458177","-81.45818","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.27831","1581254000005241595","Z:i.vatsenko@gmail.com"
"76181-001","<img src= \"https://photos.zillowstatic.com/fp/24947a0b766322a0c14c9e60af6a2e89-p_e.jpg\" border=\"0\"></img>","D'Amore-Roob","false","100 Peaks Rdg","apt. VEC8FDATC","Acworth","GA","30102","United States","34.095183","-84.581857","-84.58186","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","34.09518","1581254000005241599","Z:i.vatsenko@gmail.com"
"49288-0594","<img src= \"https://photos.zillowstatic.com/fp/a5c6fc23cc1d941d7ead4c549f12788e-p_e.jpg\" border=\"0\"></img>","Kulas, Cartwright and Moen","false","4883 Roswell Rd NE","apt. 8N1WZ9FNH","Atlanta","GA","30342","United States","33.888245","-84.381223","-84.38122","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","33.88825","1581254000005241603","Z:i.vatsenko@gmail.com"
"76450-051","<img src= \"https://photos.zillowstatic.com/fp/591207412689c3b7301c49a63f694b30-p_e.jpg\" border=\"0\"></img>","Wyman, Effertz and Deckow","false","3100 S 72nd St","apt. UCTSRUPMC","Lincoln","NE","68506","United States","40.781355","-96.622434","-96.62243","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","40.78136","1581254000005241607","Z:i.vatsenko@gmail.com"
"0093-4822","<img src= \"https://photos.zillowstatic.com/fp/685fefe9c6b1e7e20dfacbfea414c1cf-p_e.jpg\" border=\"0\"></img>","Mueller Inc","false","1462 Solera Ter","apt. 55JZDEGHU","Jacksonville","FL","32211","United States","30.33702","-81.554896","-81.5549","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.33702","1581254000005241611","Z:i.vatsenko@gmail.com"
"55319-031","<img src= \"https://photos.zillowstatic.com/fp/6f1855416146744c3ff530f2ebd5e832-p_e.jpg\" border=\"0\"></img>","Moen, Marquardt and MacGyver","false","8024 Cumberland Park Dr","apt. 11-101","Orlando","FL","32821","United States","28.379603","-81.485142","-81.48514","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.3796","1581254000005241615","Z:i.vatsenko@gmail.com"
"64205-210","<img src= \"https://photos.zillowstatic.com/fp/7cf7278d79969e1f0efce8a8202dfb3d-p_e.jpg\" border=\"0\"></img>","Metz-O'Conner","false","1820 Sunset Point Rd","apt. 1812B","Clearwater","FL","33765","United States","27.99135","-82.761665","-82.76167","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","27.99135","1581254000005241635","Z:i.vatsenko@gmail.com"
"58118-0321","<img src= \"https://photos.zillowstatic.com/fp/22785972d86c1311d9d454a440fc3ded-p_e.jpg\" border=\"0\"></img>","Kuvalis, Witting and Cormier","false","2702 Michigan Ave","apt. QB7VFBX3T","Fort Campbell","KY","42223","United States","36.640735","-87.449341","-87.44934","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","36.64074","1581254000005241639","Z:i.vatsenko@gmail.com"
"67777-232","<img src= \"https://photos.zillowstatic.com/fp/b4d8bb367ee3b455c90456fc88d6e2ed-p_e.jpg\" border=\"0\"></img>","Klein-Parisian","false","3740 Walton Way SE","apt. 305","Smyrna","GA","30082","United States","33.858416","-84.524307","-84.52431","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","33.85842","1581254000005241647","Z:i.vatsenko@gmail.com"
"0904-5990","<img src= \"https://photos.zillowstatic.com/fp/c1d63023555bc71f1c6f4c29df42e955-p_e.jpg\" border=\"0\"></img>","Marvin, Ebert and Hand","false","3021 State Road 590","apt. 530","Clearwater","FL","33759","United States","27.980647","-82.712138","-82.71214","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","27.98065","1581254000005241651","Z:i.vatsenko@gmail.com"
"48951-8099","<img src= \"https://photos.zillowstatic.com/fp/98e0b57ef4b56e59ea3c7ee5c0cd4d55-p_e.jpg\" border=\"0\"></img>","McGlynn-Johnston","false","101 Signature Way","apt. 811","Hampton","VA","23666","United States","37.052856","-76.390041","-76.39004","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","37.05286","1581254000005241655","Z:i.vatsenko@gmail.com"
"52125-408","<img src= \"https://photos.zillowstatic.com/fp/92871c0bec4b88f936c5a78501f9c784-p_e.jpg\" border=\"0\"></img>","Denesik-Oberbrunner","false","101 Augusta Dr","apt. 955YDD0TC","Ocean View","DE","19970","United States","38.531457","-75.116098","-75.1161","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","38.53146","1581254000005241659","Z:i.vatsenko@gmail.com"
"55533-682","<img src= \"https://photos.zillowstatic.com/fp/8d451a497b796cefabe21f2b7cfbeec2-p_e.jpg\" border=\"0\"></img>","Waters LLC","false","101 Spring Lakes Dr ","Apt. 1106","Pt Wentworth","GA","31407","United States","32.173017","-81.240061","-81.24006","Z:i.vatsenko@gmail.com","1608720408000","1612357464000","0","32.17302","1581254000005241663","Z:i.vatsenko@gmail.com"
"52125-872","<img src= \"https://photos.zillowstatic.com/fp/0f16c3778d12d323eca4288acb8ecef0-p_e.jpg\" border=\"0\"></img>","Wilderman Group","false","5816 Halley Way","apt. 5816-111","Madison","WI","53718","United States","43.088202","-89.281412","-89.28141","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","43.0882","1581254000005241667","Z:i.vatsenko@gmail.com"
"0006-0577","<img src= \"https://photos.zillowstatic.com/fp/9c490a0dd205835646fce7441324c582-p_e.jpg\" border=\"0\"></img>","Stoltenberg-Medhurst","false","780 Creekwater Ter","apt. 1407874","Lake Mary","FL","32746","United States","28.749833","-81.344202","-81.3442","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.74983","1581254000005241671","Z:i.vatsenko@gmail.com"
"64092-802","<img src= \"https://photos.zillowstatic.com/fp/4452a3eb130884359507dd28e7786815-p_e.jpg\" border=\"0\"></img>","Satterfield, Padberg and Hermiston","false","100 Armory St","apt. 1665272","Newport News","VA","23602","United States","37.105616","-76.463703","-76.4637","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","37.10562","1581254000005241675","Z:i.vatsenko@gmail.com"
"0046-2575","<img src= \"https://photos.zillowstatic.com/fp/06ebe4f7136b9823d64fd87e83054292-p_e.jpg\" border=\"0\"></img>","Quigley, Littel and Hilpert","false","9000 Summit Centre Way","apt. 4-302","Orlando","FL","32810","United States","28.638923","-81.408315","-81.40832","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.63892","1581254000005241687","Z:i.vatsenko@gmail.com"
"52125-929","<img src= \"https://photos.zillowstatic.com/fp/621de1f160da158c8088913cc2f7fe21-p_e.jpg\" border=\"0\"></img>","Dicki and Sons","false","493 High St","","Milford","CT","6461","United States","41.231735","-73.070491","-73.07049","Z:i.vatsenko@gmail.com","1608720408000","1612358470000","0","41.23174","1581254000005241691","Z:i.vatsenko@gmail.com"
"36800-405","<img src= \"https://photos.zillowstatic.com/fp/88d6fce46601c062d62f15c22702f744-p_e.jpg\" border=\"0\"></img>","Parker-Morar","false","2255 Satellite Blvd ","Apt. H107","Duluth","GA","30097","United States","33.981308","-84.094252","-84.09425","Z:i.vatsenko@gmail.com","1608720408000","1612357464000","0","33.98131","1581254000005241695","Z:i.vatsenko@gmail.com"
"37205-022","<img src= \"https://photos.zillowstatic.com/fp/414e5351249a8c5c22d097a5bfae9ad4-p_e.jpg\" border=\"0\"></img>","Kohler Group","false","5420 E Michigan St","apt. 1","Orlando","FL","32812","United States","28.512938","-81.31637","-81.31637","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.51294","1581254000005241699","Z:i.vatsenko@gmail.com"
"76237-157","<img src= \"https://photos.zillowstatic.com/fp/64f8e60a7d4ad76d4d6638c7efe001c3-p_e.jpg\" border=\"0\"></img>","Trantow, Veum and Halvorson","false","2477 Farm To Market Rd","apt. 1037","Conroe","TX","77384","United States","30.2222","-95.4865","-95.4865","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.2222","1581254000005241703","Z:i.vatsenko@gmail.com"
"41163-390","<img src= \"https://photos.zillowstatic.com/fp/58cf5806ae2ee9ec32f1d8cda3de65f1-p_e.jpg\" border=\"0\"></img>","Herman, Konopelski and Heller","false","5117 Cypress Branch Point","","Oviedo","FL","32765","United States","28.621986","-81.259517","-81.25952","Z:i.vatsenko@gmail.com","1608720408000","1612358470000","0","28.62199","1581254000005241707","Z:i.vatsenko@gmail.com"
"34690-6001","<img src= \"https://photos.zillowstatic.com/fp/19d5e8d977e438e077339fe8c6b6da32-p_e.jpg\" border=\"0\"></img>","Bins, Purdy and Kunde","false","680 Park Bridge Pkwy","apt. 11104","Alpharetta","GA","30005","United States","34.066875","-84.239593","-84.23959","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","34.06688","1581254000005241715","Z:i.vatsenko@gmail.com"
"75921-045","<img src= \"https://photos.zillowstatic.com/fp/ce417bee72f08caef529bb66e8443c85-p_e.jpg\" border=\"0\"></img>","Gulgowski Group","false","1515 Goldrush","apt. 1449","Rochester","MI","48307","United States","42.672558","-83.101173","-83.10117","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","42.67256","1581254000005241719","Z:i.vatsenko@gmail.com"
"55154-6984","<img src= \"https://photos.zillowstatic.com/fp/8d2b88ae7d658187324661d444856c0e-p_e.jpg\" border=\"0\"></img>","Boyer Group","false","310 Highroad Dr","apt. 10-102","Charlotte","NC","28262","United States","35.324492","-80.73456","-80.73456","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","35.32449","1581254000005241723","Z:i.vatsenko@gmail.com"
"66961-100","<img src= \"https://photos.zillowstatic.com/fp/17a3700de36c6b71886c17e1fa9dd0a1-p_e.jpg\" border=\"0\"></img>","Satterfield and Sons","false","704 Tanager Dr","apt. 28DH8RTNX","State College","PA","16803","United States","40.78765","-77.898381","-77.89838","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","40.78765","1581254000005241727","Z:i.vatsenko@gmail.com"
"0074-8110","<img src= \"https://photos.zillowstatic.com/fp/e53e289a24c036569ba8c4b807b758d7-p_e.jpg\" border=\"0\"></img>","Rodriguez-Hessel","false","21560 Green Tree Dr","apt. 449MVA13E","Lexington Park","MD","20653","United States","38.257331","-76.450088","-76.45009","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","38.25733","1581254000005241735","Z:i.vatsenko@gmail.com"
"0378-0055","<img src= \"https://photos.zillowstatic.com/fp/794d381373942fbb7f28d470da1b2e30-p_e.jpg\" border=\"0\"></img>","Kuhlman-Bergstrom","false","4152 Merrillville Dr","apt. RREG7HHK1","West Melbourne","FL","32904","United States","28.083688","-80.740324","-80.74032","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.08369","1581254000005241739","Z:i.vatsenko@gmail.com"
"50383-565","<img src= \"https://photos.zillowstatic.com/fp/81024fc94c810187ef802f94c791418c-p_e.jpg\" border=\"0\"></img>","Becker LLC","false","10 Mcfarland Dr","apt. MYJBEDBRE","Newark","DE","19702","United States","39.626512","-75.699645","-75.69965","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","39.62651","1581254000005241743","Z:i.vatsenko@gmail.com"
"57237-080","<img src= \"https://photos.zillowstatic.com/fp/277d60d7e9b9592099925a77d5eccb23-p_e.jpg\" border=\"0\"></img>","Hyatt Inc","false","4305 S Carrollton Ave","apt. A","New Orleans","LA","70119","United States","29.970882","-90.105078","-90.10508","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","29.97088","1581254000005241747","Z:i.vatsenko@gmail.com"
"37000-404","<img src= \"https://photos.zillowstatic.com/fp/7ed505eea3700160b4cda2ae260b9191-p_e.jpg\" border=\"0\"></img>","Kuhlman Inc","true","1137 Greenlea Blvd","apt. 25gvu3zms","Gallatin","TN","37066","United States","36.363352","-86.505649","-86.50565","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","36.36335","1581254000005241755","Z:i.vatsenko@gmail.com"
"49288-0167","<img src= \"https://photos.zillowstatic.com/fp/f349e15bb0539d2a551966272f4a65e4-p_e.jpg\" border=\"0\"></img>","Collins-Schiller","false","4501 Marshall Run Cir","apt. 1498982","Glen Allen","VA","23059","United States","37.663746","-77.626227","-77.62623","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","37.66375","1581254000005241759","Z:i.vatsenko@gmail.com"
"55648-412","<img src= \"https://photos.zillowstatic.com/fp/661b384583904e921b2b8ead405a4a35-p_e.jpg\" border=\"0\"></img>","Connelly-Runte","false","100 Garden Dr","apt. 225","Valdosta","GA","31602","United States","30.874326","-83.287264","-83.28726","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.87433","1581254000005241771","Z:i.vatsenko@gmail.com"
"43239-201","<img src= \"https://photos.zillowstatic.com/fp/b65f9f8182624ca1c068cfe4fb06606a-p_e.jpg\" border=\"0\"></img>","Lesch and Sons","true","595 W Church St","apt. 1622783","Orlando","FL","32805","United States","28.540652","-81.386196","-81.3862","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.54065","1581254000005241779","Z:i.vatsenko@gmail.com"
"57520-0512","<img src= \"https://photos.zillowstatic.com/fp/6032e6e7f41a6b6666d6493a2b8c6abe-p_e.jpg\" border=\"0\"></img>","Kihn, Kutch and Senger","false","2030 Wildts Battery Blvd","apt. 2_215","Johns Island","SC","29455","United States","32.737201","-80.046353","-80.04635","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","32.7372","1581254000005241783","Z:i.vatsenko@gmail.com"
"55714-4551","<img src= \"https://photos.zillowstatic.com/fp/6f91e8a179efd35ce366252dee95de90-p_e.jpg\" border=\"0\"></img>","Bechtelar, Franecki and Langosh","false","1122 Greenstone Blvd","apt. 136-203","Lake Mary","FL","32746","United States","28.773195","-81.365836","-81.36584","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.7732","1581254000005241787","Z:i.vatsenko@gmail.com"
"64942-1022","<img src= \"https://photos.zillowstatic.com/fp/e82cd20f2bff0cd1511edc16555d2485-p_e.jpg\" border=\"0\"></img>","Heller, Quigley and Fay","false","9825 Gate Pkwy","apt. 11102","Jacksonville","FL","32246","United States","30.261111","-81.547372","-81.54737","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.26111","1581254000005241791","Z:i.vatsenko@gmail.com"
"50730-1450","<img src= \"https://photos.zillowstatic.com/fp/b7cb6974f4e188f5a8e7fb22b4a1090d-p_e.jpg\" border=\"0\"></img>","Champlin Group","false","400 Stone Lion Dr","apt. 7070304","Durham","NC","27703","United States","35.941127","-78.863293","-78.86329","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","35.94113","1581254000005241795","Z:i.vatsenko@gmail.com"
"24385-604","<img src= \"https://photos.zillowstatic.com/fp/bcc86ad7f828a964ecb17732bd082b46-p_e.jpg\" border=\"0\"></img>","Ziemann Inc","false","895 Broadstone Way","apt. 67677","Altamonte Springs","FL","32714","United States","28.644255","-81.410443","-81.41044","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.64426","1581254000005241799","Z:i.vatsenko@gmail.com"
"0409-1933","<img src= \"https://photos.zillowstatic.com/fp/34ff76bb135728d84be18e6d7c83d4dc-p_e.jpg\" border=\"0\"></img>","Welch and Sons","false","4340 Decatur Dr ","Apt. 6214","College Station","TX","77845","United States","30.56098","-96.267279","-96.26728","Z:i.vatsenko@gmail.com","1608720408000","1612357464000","0","30.56098","1581254000005241803","Z:i.vatsenko@gmail.com"
"53345-008","<img src= \"https://photos.zillowstatic.com/fp/7329589c38f1f86783541d66c394cb16-p_e.jpg\" border=\"0\"></img>","Johnson-Trantow","false","404 Gallop Ln","apt. 3214","Charlotte","NC","28213","United States","35.284318","-80.761669","-80.76167","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","35.28432","1581254000005241807","Z:i.vatsenko@gmail.com"
"62045-6333","<img src= \"https://photos.zillowstatic.com/fp/96c47b0eb074a40f63c94ebc5cf1b419-p_e.jpg\" border=\"0\"></img>","Balistreri LLC","false","1480 Wrightsboro Rd","apt. 3108","Augusta","GA","30901","United States","33.465134","-81.992904","-81.9929","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","33.46513","1581254000005241811","Z:i.vatsenko@gmail.com"
"0378-0373","<img src= \"https://photos.zillowstatic.com/fp/f196bcc74e9562eb8b6db045bff5842f-p_e.jpg\" border=\"0\"></img>","Walsh, Simonis and Koss","false","400 Creek Rd","apt. 511","Dripping Springs","TX","78620","United States","30.190288","-98.10025","-98.10025","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.19029","1581254000005241815","Z:i.vatsenko@gmail.com"
"44567-312","<img src= \"https://photos.zillowstatic.com/fp/d6906fd91a7d66ce6e215beddf844ebd-p_e.jpg\" border=\"0\"></img>","Pfeffer LLC","false","3770 George Busbee Pkwy","apt. 147935","Kennesaw","GA","30144","United States","34.044681","-84.574","-84.574","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","34.04468","1581254000005241819","Z:i.vatsenko@gmail.com"
"49738-072","<img src= \"https://photos.zillowstatic.com/fp/46659b464e07d7e858534f005cd3f690-p_e.jpg\" border=\"0\"></img>","Beier, Bode and Hessel","false","1240 Stonewood Xing","apt. 36KYBH6FE","Sun Prairie","WI","53590","United States","43.199577","-89.225241","-89.22524","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","43.19958","1581254000005241823","Z:i.vatsenko@gmail.com"
"54868-5905","<img src= \"https://photos.zillowstatic.com/fp/5cb10148109b39479c32db2901bf5609-p_e.jpg\" border=\"0\"></img>","Streich Group","false","5402 Ramsey St","apt. 9599980","Duluth","MN","55807","United States","46.738797","-92.165465","-92.16547","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","46.7388","1581254000005241827","Z:i.vatsenko@gmail.com"
"51386-712","<img src= \"https://photos.zillowstatic.com/fp/608bcd613e4edead8aa6609121bcbda1-p_e.jpg\" border=\"0\"></img>","Abshire-Daugherty","false","117 Sassafras Way","apt. 520","Bridgeport","WV","26330","United States","39.314152","-80.286465","-80.28647","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","39.31415","1581254000005241831","Z:i.vatsenko@gmail.com"
"13533-636","<img src= \"https://photos.zillowstatic.com/fp/505dc94588535ec63856d44ac7a3bb25-p_e.jpg\" border=\"0\"></img>","Fisher-Fadel","false","91 Main St","apt. YZ03GNYPB","Warren","RI","2885","United States","41.736247","-71.286825","-71.28683","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","41.73625","1581254000005241835","Z:i.vatsenko@gmail.com"
"13668-109","<img src= \"https://photos.zillowstatic.com/fp/f81dde11dc2044ddf5382b14f9cad338-p_e.jpg\" border=\"0\"></img>","Abbott, McClure and Weimann","false","4428 Mill Village Rd","apt. 4627","Raleigh","NC","27612","United States","35.841538","-78.691483","-78.69148","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","35.84154","1581254000005241839","Z:i.vatsenko@gmail.com"
"52125-079","<img src= \"https://photos.zillowstatic.com/fp/fc1dd057264be82a02aaaf74ba17984f-p_e.jpg\" border=\"0\"></img>","White, Schneider and Lebsack","false","356 S Chesire Ct","apt. 418CH","Virginia Beach","VA","23454","United States","36.845187","-76.029165","-76.02917","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","36.84519","1581254000005241843","Z:i.vatsenko@gmail.com"
"11822-2891","<img src= \"https://photos.zillowstatic.com/fp/22d600b6895b7a01ac3364e029195778-p_e.jpg\" border=\"0\"></img>","Zieme LLC","false","130 Ocean Aisle Cir","apt. 101","Salisbury","MD","21804","United States","38.372257","-75.557187","-75.55719","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","38.37226","1581254000005241847","Z:i.vatsenko@gmail.com"
"25021-826","<img src= \"https://photos.zillowstatic.com/fp/fb1440f6203f320b4a97bf42bd7bf870-p_e.jpg\" border=\"0\"></img>","Boyle, Swaniawski and Kunze","false","1A Lakeview Dr","apt. 43C","Clifton Park","NY","12065","United States","42.8532","-73.7682","-73.7682","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","42.8532","1581254000005241851","Z:i.vatsenko@gmail.com"
"57344-155","<img src= \"https://photos.zillowstatic.com/fp/23db0cdc0d67f882d803688df6dd761b-p_e.jpg\" border=\"0\"></img>","Bosco LLC","false","111 73rd Ave N","apt. 3SGM6NNSK","Saint Petersburg","FL","33702","United States","27.838539","-82.636687","-82.63669","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","27.83854","1581254000005241855","Z:i.vatsenko@gmail.com"
"0168-0381","<img src= \"https://photos.zillowstatic.com/fp/3554172651c88a26552c158e17fe700a-p_e.jpg\" border=\"0\"></img>","Jast LLC","false","5530 Ambassador Caffrey Blvd","apt. 8308","Lafayette","LA","70508","United States","30.156523","-92.027506","-92.02751","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.15652","1581254000005241859","Z:i.vatsenko@gmail.com"
"60899-010","<img src= \"https://photos.zillowstatic.com/fp/aa91e3d7bae055be1788dae5739a91f2-p_e.jpg\" border=\"0\"></img>","Erdman, Goodwin and Daugherty","false","1 Abby Ln","apt. SPQJNSRJN","Ballston Lake","NY","12019","United States","42.958617","-73.841589","-73.84159","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","42.95862","1581254000005241863","Z:i.vatsenko@gmail.com"
"57520-0462","<img src= \"https://photos.zillowstatic.com/fp/69738caa337880277d9600ea7752e18f-p_e.jpg\" border=\"0\"></img>","Wehner LLC","false","3501 N Blair Stone Rd","apt. 747","Tallahassee","FL","32301","United States","30.405093","-84.242063","-84.24206","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.40509","1581254000005241867","Z:i.vatsenko@gmail.com"
"0071-1013","<img src= \"https://photos.zillowstatic.com/fp/e7319ca5f15a31ffaaa364ead8805328-p_e.jpg\" border=\"0\"></img>","Bradtke LLC","false","1100 S Loop 336 W","apt. 1407","Conroe","TX","77304","United States","30.284024","-95.474938","-95.47494","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","30.28402","1581254000005241871","Z:i.vatsenko@gmail.com"
"55741-304","<img src= \"https://photos.zillowstatic.com/fp/1e81fda7d83ecee6bb60be823c81df70-p_e.jpg\" border=\"0\"></img>","Lockman LLC","false","2735 Westminster Cir","apt. 1667301","Allison Park","PA","15101","United States","40.591157","-79.953146","-79.95315","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","40.59116","1581254000005241879","Z:i.vatsenko@gmail.com"
"49348-639","<img src= \"https://photos.zillowstatic.com/fp/b9b90c719a2fe103301aa28ef3da4eef-p_e.jpg\" border=\"0\"></img>","Berge-Stracke","false","1530 River Tree Dr","apt. 03858gzkf","Chester","VA","23836","United States","37.336225","-77.336031","-77.33603","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","37.33623","1581254000005241883","Z:i.vatsenko@gmail.com"
"68786-211","<img src= \"https://photos.zillowstatic.com/fp/03c80a55565cbaaee4ae639f948c5202-p_e.jpg\" border=\"0\"></img>","Abbott, Grant and Lynch","false","100 Old Village Way","apt. 2824","Oldsmar","FL","34677","United States","28.040515","-82.681123","-82.68112","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","28.04052","1581254000005241887","Z:i.vatsenko@gmail.com"
"0603-2435","<img src= \"https://photos.zillowstatic.com/fp/32d4d559053d6f74bffa41597f649cdd-p_e.jpg\" border=\"0\"></img>","Lang Group","false","8055 Janes Ave","apt. 8043","Woodridge","IL","60517","United States","41.739556","-88.037417","-88.03742","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","41.73956","1581254000005241895","Z:i.vatsenko@gmail.com"
"59054-120","<img src= \"https://photos.zillowstatic.com/fp/e227e860134f3431b92bb25dce066a09-p_e.jpg\" border=\"0\"></img>","Lowe Inc","false","3321 S Cheekwood Ln","apt. 6CDP3G1KS","Bloomington","IN","47401","United States","39.13064","-86.498693","-86.49869","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","39.13064","1581254000005241903","Z:i.vatsenko@gmail.com"
"65044-5170","<img src= \"https://photos.zillowstatic.com/fp/023b5b88e5f7e628fb149aaad2a713e3-p_e.jpg\" border=\"0\"></img>","Kerluke, Harber and Lehner","false","3632 Sequoia Dr","","Dayton","OH","45431","United States","39.769201","-84.06677","-84.06677","Z:i.vatsenko@gmail.com","1608720408000","1612358470000","0","39.7692","1581254000005241907","Z:i.vatsenko@gmail.com"
"43063-308","<img src= \"https://photos.zillowstatic.com/fp/f934de55437f8287bb74e707a45f3833-p_e.jpg\" border=\"0\"></img>","Reichel, Smith and Feil","false","10320 Grobie Way","apt. 1-105","Charlotte","NC","28216","United States","35.363025","-80.856952","-80.85695","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","35.36303","1581254000005241911","Z:i.vatsenko@gmail.com"
"33992-3005","<img src= \"https://photos.zillowstatic.com/fp/a14a033bb64f03b750ab10f305a5334a-p_e.jpg\" border=\"0\"></img>","Kemmer, Skiles and Jaskolski","false","500 Shady Summit Way","apt. 1332SS","Raleigh","NC","27603","United States","35.664827","-78.694624","-78.69462","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","35.66483","1581254000005241915","Z:i.vatsenko@gmail.com"
"41250-291","<img src= \"https://photos.zillowstatic.com/fp/5b64300ca1d75dcfc8a825bdb4c4bc63-p_e.jpg\" border=\"0\"></img>","Schowalter Group","false","6565 Premier Dr","apt. 55GKHC05V","Nashville","TN","37209","United States","36.143136","-86.881298","-86.8813","Z:i.vatsenko@gmail.com","1608720408000","1611314110000","0","36.14314","1581254000005241919","Z:i.vatsenko@gmail.com"
